Animal,Sire,Dam,Bucket,Wing_Morph,Food,State_DLM,DLM_Mass,Ovary_Mass,Remaining_Mass,Total_Mass
2634,55,1,B,L,Low,2,4.8,2.2,132.2,139.2
2635,55,1,B,L,Med,2,5.5,26.5,160,192
2636,55,1,B,L,AD,2,6.1,37.1,198.2,241.4
2637,55,1,B,S,Low,0,0,37.5,94.7,132.2
2638,55,1,B,L,Med,1,0.8,53.8,109.3,163.9
2639,55,1,B,L,AD,2,5,39.6,192.6,237.2
2640,55,2,A,L,Low,2,5.2,2.6,140.9,148.7
2641,55,2,A,L,Med,2,5.4,14.3,141,160.7
2642,55,2,A,L,AD,2,7.5,35.3,204,246.8
2643,55,2,A,L,Low,1,2,2.2,136.9,141.1
2644,55,2,A,L,Med,2,4.9,8.3,150.3,163.5
2645,55,2,A,L,AD,2,6,26.4,207.1,239.5
2646,55,2,A,L,Low,2,4.5,3.8,153.7,162
2647,55,2,A,L,Med,2,6,10.2,151.6,167.8
2648,55,2,A,L,AD,1,1.6,144.8,136,282.4
2649,55,2,A,L,Low,2,5.1,5.9,151.9,162.9
2650,55,2,A,L,Med,2,6.3,8.6,219.2,234.1
2651,55,2,A,S,AD,0,0,111.4,191.9,303.3
2652,55,2,A,S,Low,0,0,39,94.9,133.9
2653,55,2,A,S,Med,0,0,60.4,92.3,152.7
2654,55,2,A,L,AD,2,5.8,31.6,194.2,231.6
2655,55,2,B,S,Med,0,0,64.1,94.1,158.2
2656,55,2,B,L,AD,2,7.4,32.3,240.4,280.1
2657,55,2,B,L,Low,0,0,55.6,85.1,140.7
2658,55,2,B,L,Med,2,5.3,13.8,172.2,191.3
2659,55,2,B,L,AD,2,5,66.3,151.1,222.4
2660,55,2,B,L,Low,2,4.4,2.2,147.9,154.5
2661,55,2,B,L,Med,1,2.1,25.2,164.1,191.4
2662,55,2,B,S,AD,0,0,130.2,136.9,267.1
2663,55,2,B,L,Low,2,2.7,2.8,154.4,159.9
2664,55,2,B,L,Med,2,5.9,16.4,172,194.3
2665,55,2,B,L,AD,2,6.2,53.7,196.4,256.3
2666,55,2,B,L,Low,2,5.6,10.4,151.4,167.4
2667,55,2,B,L,Med,2,4.9,17.3,165.2,187.4
2668,55,2,B,L,AD,2,6,9.2,234.2,249.4
2669,55,3,A,L,Low,2,5.8,8.1,165,178.9
2670,55,3,A,L,Med,2,5.7,19.2,180.3,205.2
2671,55,3,A,L,AD,1,1.3,141.1,154.3,296.7
2672,55,3,A,L,Low,1,4.9,10.9,141.3,157.1
2673,55,3,A,L,Med,1,3.6,24.5,142.1,170.2
2674,55,3,A,L,AD,1,1.6,125.7,144.1,271.4
2675,55,3,A,L,Low,2,2.6,18.1,106.9,127.6
2676,55,3,A,L,Med,2,6.2,18,165.2,189.4
2677,55,3,A,L,AD,2,5.7,60.6,186.6,252.9
2678,55,3,A,L,Low,0,0,43.2,112.8,156
2679,55,3,A,L,Med,2,4.5,13.7,137.5,155.7
2680,55,3,A,L,AD,2,5.1,38,167.1,210.2
2681,55,3,A,L,Low,2,3.6,7.6,120.4,131.6
2682,55,3,A,L,Med,2,5.4,6.8,139.1,151.3
2683,55,3,A,L,AD,1,3.2,131.4,147.3,281.9
2684,55,3,B,S,Low,0,0,16.4,99.5,115.9
2685,55,3,B,S,Med,0,0,44.3,91.5,135.8
2686,55,3,B,S,AD,0,0,129.1,132.8,261.9
2687,55,3,B,L,Low,2,3.5,8.7,116.9,129.1
2688,55,3,B,L,Med,2,3.1,21.9,127.3,152.3
2689,55,3,B,L,AD,1,1,143.5,144,288.5
2690,55,3,B,L,Low,1,0.7,35.3,121.2,157.2
2691,55,3,B,L,Med,2,5.5,21,146.6,173.1
2692,55,3,B,L,AD,0,0,105.8,136.6,242.4
2693,55,3,B,L,Low,0,0,42.9,119.7,162.6
2694,55,3,B,L,Med,2,4.5,10.6,146.4,161.5
2695,55,3,B,L,AD,2,7.2,43.3,191.6,242.1
2696,55,3,B,L,Low,0,0,34.7,93.5,128.2
2697,55,3,B,L,Med,1,4.7,3.8,139.3,147.8
2698,55,3,B,L,AD,2,5.6,21.8,167.2,194.6
2699,58,1,A,S,Low,0,0,22.7,112.1,134.8
2700,58,1,A,L,Med,1,0.7,58.1,122.6,181.4
2701,58,1,A,L,AD,1,0.6,143.1,169.7,313.4
2702,58,1,A,L,Low,2,5.2,3.4,146.6,155.2
2703,58,1,A,L,Med,2,4.7,4.9,135.3,144.9
2704,58,1,A,L,AD,2,5.7,12.3,212.1,230.1
2705,58,1,A,L,Low,1,2.3,2.2,121.2,125.7
2706,58,1,A,L,Med,2,5.3,2.9,154.1,162.3
2707,58,1,A,L,AD,2,7.5,13.6,219.4,240.5
2708,58,1,A,L,Low,2,5.2,2.1,160.9,168.2
2709,58,1,A,L,Med,2,5.4,6.1,158.4,169.9
2710,58,1,A,L,AD,2,6.5,16.8,231.5,254.8
2711,58,1,A,L,Low,2,4.8,1.6,145.8,152.2
2712,58,1,A,L,Med,2,5,2.6,146.6,154.2
2713,58,1,A,L,AD,2,6.2,5.9,194.7,206.8
2714,58,1,B,L,Low,1,3.1,30.6,142.3,176
2715,58,1,B,S,Med,0,0,46.9,116.9,163.8
2716,58,1,B,L,AD,1,2.3,136.7,176.5,315.5
2717,58,1,B,L,Low,2,3.5,0.9,155.7,160.1
2718,58,1,B,L,Med,2,5.1,3.1,174.9,183.1
2719,58,1,B,L,AD,1,0.7,130.4,155.3,286.4
2720,58,1,B,L,Low,1,4.7,3.6,137.7,146
2721,58,1,B,L,Med,2,5.2,2.1,158,165.3
2722,58,1,B,L,AD,2,6.1,19.1,238,263.2
2723,58,1,B,L,Low,1,0.8,40.3,137.8,178.9
2724,58,1,B,L,Med,2,6,5.4,187.7,199.1
2725,58,1,B,L,AD,2,5.9,7,230.4,243.3
2726,58,1,B,L,Low,1,3.6,1.3,118.8,123.7
2727,58,1,B,L,Med,2,5,8.9,216.5,230.4
2728,58,1,B,L,AD,2,7.2,10.9,264.6,282.7
2729,58,2,A,L,Low,2,4,3.5,132.3,139.8
2730,58,2,A,L,Med,0,0,45.7,111.7,157.4
2731,58,2,A,L,AD,1,0.8,85.2,115.4,201.4
2732,58,2,A,L,Low,0,0,25.5,97.2,122.7
2733,58,2,A,L,Med,0,0,39.2,101.6,140.8
2734,58,2,A,S,AD,0,0,71,100,171
2735,58,2,A,S,Low,0,0,37.7,77,114.7
2736,58,2,A,S,Med,0,0,55.7,86.5,142.2
2737,58,2,A,L,AD,0,0,68.6,120.2,188.8
2738,58,2,A,L,Low,0,0,32.8,73,105.8
2739,58,2,A,S,Med,0,0,59.9,90.9,150.8
2740,58,2,A,L,AD,1,1.5,134.1,137.2,272.8
2741,58,2,A,S,Low,0,0,25,88.1,113.1
2742,58,2,A,S,Med,0,0,54.7,112.2,166.9
2743,58,2,B,S,Low,0,0,32.2,97.5,129.7
2744,58,2,B,L,Med,1,4.3,14.2,140.1,158.6
2745,58,2,B,L,AD,2,5.4,51.5,166,222.9
2746,58,2,B,L,Low,0,0,31.6,103.4,135
2747,58,2,B,S,Med,0,0,63.1,99.4,162.5
2748,58,2,B,L,AD,2,5.1,26.2,158.5,189.8
2749,58,2,B,L,Low,2,3.7,2.2,155.2,161.1
2750,58,2,B,L,Med,2,5.4,27.5,173.6,206.5
2751,58,2,B,L,AD,2,4.6,33.6,212.7,250.9
2752,58,2,B,L,Low,2,4.9,1.6,160.3,166.8
2753,58,2,B,L,Med,0,0,1.1,87.4,88.5
2754,58,2,B,S,AD,0,0,146,147.3,293.3
2755,58,2,B,S,Low,0,0,47.9,112.9,160.8
2756,58,2,B,L,Med,2,4.9,12.4,180.5,197.8
2757,58,2,B,L,AD,2,5.4,4.2,191.6,201.2
2758,58,3,A,L,Low,2,4,1.7,146.5,152.2
2759,58,3,A,S,Med,0,0,65.4,99,164.4
2760,58,3,A,L,AD,1,1.3,47.4,189.5,238.2
2761,58,3,A,L,Low,1,1,32.4,84,117.4
2762,58,3,A,L,Med,1,0.3,65.9,96.6,162.8
2763,58,3,A,L,AD,2,4.3,2.7,157.9,164.9
2764,58,3,A,L,Low,2,3.3,2,93.1,98.4
2765,58,3,A,L,Med,1,1.4,12,144.3,157.7
2766,58,3,A,L,AD,1,0.4,85,104.7,190.1
2767,58,3,A,L,Low,2,4.1,1.2,114.9,120.2
2768,58,3,A,L,Med,2,3.7,3.5,134.8,142
2769,58,3,A,L,AD,2,4.6,15.9,151.4,171.9
2770,58,3,A,S,Low,0,0,3.5,111.4,114.9
2771,58,3,A,S,Med,0,0,41.4,131.8,173.2
2772,58,3,A,L,AD,1,3.3,19.3,222.8,245.4
2773,58,3,B,L,Low,2,4,2.1,106.7,112.8
2774,58,3,B,S,Med,0,0,54.5,84,138.5
2775,58,3,B,S,AD,0,0,99.2,112.6,211.8
2776,58,3,B,S,Low,0,0,32.4,81.3,113.7
2777,58,3,B,S,Med,0,0,35.4,85.1,120.5
2778,58,3,B,L,Low,1,0.8,43.5,115,159.3
2779,58,3,B,L,Med,1,1.4,73.2,125.4,200
2780,58,3,B,L,AD,1,4.2,50.7,141.7,196.6
2781,58,3,B,L,Low,2,3.7,6.8,114.3,124.8
2782,58,3,B,L,Med,2,4,15.2,119,138.2
2783,58,3,B,S,AD,0,0,97.8,86.7,184.5
2784,58,3,B,S,Low,0,0,12.2,119.4,131.6
2785,58,3,B,S,Med,0,0,63.8,114.5,178.3
2786,58,3,B,L,AD,2,3.3,17.7,144.8,165.8
2787,59,1,A,L,Low,2,5,1.5,123.4,129.9
2788,59,1,A,L,Med,0,0,72.4,96.4,168.8
2789,59,1,A,S,AD,1,1.4,128.4,140.7,270.5
2790,59,1,A,L,Low,1,4.3,2.7,133.9,140.9
2791,59,1,A,L,Med,0,0,67.2,132.8,200
2792,59,1,A,L,AD,2,5.9,37.7,165.5,209.1
2793,59,1,A,L,Low,2,5,3.2,153.5,161.7
2794,59,1,A,L,Med,2,5.3,4.9,164.3,174.5
2795,59,1,A,L,AD,2,6.7,25.1,218.8,250.6
2796,59,1,A,L,Low,2,4.6,1.9,133.8,140.3
2797,59,1,A,L,Med,1,0.4,50.1,115.5,166
2798,59,1,A,L,AD,2,6.7,63.5,183.6,253.8
2799,59,1,A,L,Low,1,0.6,29.3,106.8,136.7
2800,59,1,A,L,Med,1,0.4,42.6,130.9,173.9
2801,59,1,A,L,AD,1,3.8,87.5,168.5,259.8
2802,59,1,B,L,Low,1,0.7,26.3,126.7,153.7
2803,59,1,B,L,Med,1,1,62.3,128.7,192
2804,59,1,B,L,AD,0,0,135.2,183.6,318.8
2805,59,1,B,L,Low,0,0,34.4,121.5,155.9
2806,59,1,B,L,Med,0,0,78.7,102.2,180.9
2807,59,1,B,L,AD,1,0.7,128.5,151.2,280.4
2808,59,1,B,L,Low,1,1,59.7,138,198.7
2809,59,1,B,L,Med,0,0,51.8,151,202.8
2810,59,1,B,S,AD,0,0,63.5,110.2,173.7
2811,59,1,B,L,Low,2,4.8,5.3,144.5,154.6
2812,59,1,B,L,Med,2,3.8,27.7,130.1,161.6
2813,59,1,B,L,AD,2,8,22.1,299.5,329.6
2814,59,1,B,L,Low,2,5.8,1.2,151.4,158.4
2815,59,1,B,L,Med,2,5.6,8.3,164.7,178.6
2816,59,1,B,L,AD,2,8.2,17.1,244.5,269.8
2817,59,2,A,L,Low,1,1.4,7.3,110.3,119
2818,59,2,A,L,Med,1,2.5,2.1,135.3,139.9
2819,59,2,A,S,AD,0,0,30.3,145.9,176.2
2820,59,2,A,L,Low,1,1.6,6.4,96.6,104.6
2821,59,2,A,L,Med,1,1.6,5.5,154.5,161.6
2822,59,2,A,L,AD,1,2.3,6.5,140.7,149.5
2823,59,2,A,S,Low,0,0,1.5,89.9,91.4
2824,59,2,A,S,Med,0,0,34.6,106.9,141.5
2825,59,2,A,L,AD,2,5.5,11.1,171.7,188.3
2826,59,2,A,L,Low,2,4,0.7,107.2,111.9
2827,59,2,A,L,Med,2,4.3,0.9,125,130.2
2828,59,2,A,S,AD,1,1.9,5.3,177.3,184.5
2829,59,2,A,L,Low,2,2.9,2.9,91.4,97.2
2830,59,2,A,L,Med,2,3.8,5.8,121.6,131.2
2831,59,2,A,L,AD,0,0,23.3,156.4,179.7
2832,59,2,B,L,Low,1,4.9,1.9,122.6,129.4
2833,59,2,B,L,Med,2,6.4,12.6,171.6,190.6
2834,59,2,B,L,AD,2,5.6,36.7,187,229.3
2835,59,2,B,L,Low,2,4.4,2.1,131.9,138.4
2836,59,2,B,L,Med,2,5.7,22.7,162.6,191
2837,59,2,B,L,AD,2,5.5,26.2,187.3,219
2838,59,2,B,L,Low,2,4.9,2.2,114.3,121.4
2839,59,2,B,L,Med,1,4.8,15.7,161,181.5
2840,59,2,B,L,AD,2,5.1,38.7,181.4,225.2
2841,59,2,B,L,Low,1,2.9,2.1,130.2,135.2
2842,59,2,B,L,Med,0,0,73.6,136.3,209.9
2843,59,2,B,S,AD,0,0,90,117.3,207.3
2844,59,2,B,L,Low,2,5.2,4.9,132.3,142.4
2845,59,2,B,L,Med,2,6.2,24.6,173.7,204.5
2846,59,2,B,L,AD,2,5.3,30.3,165,200.6
2847,59,3,A,L,Low,1,3.8,1.5,139.5,144.8
2848,59,3,A,L,Med,1,0.4,65.3,111.4,177.1
2849,59,3,A,L,AD,1,0.9,126.2,121.3,248.4
2850,59,3,A,L,Low,2,6.2,5.3,136.7,148.2
2851,59,3,A,L,Med,1,6.2,4.3,157.4,167.9
2852,59,3,A,L,AD,2,7.9,60.4,220.6,288.9
2853,59,3,A,L,Low,1,0.6,29.3,86.2,116.1
2854,59,3,A,L,Med,2,5.3,3.8,136.4,145.5
2855,59,3,A,L,AD,2,6.2,15.6,216.1,237.9
2856,59,3,A,L,Low,2,4.2,0.3,111.9,116.4
2857,59,3,A,L,Med,2,4.5,4.9,142,151.4
2858,59,3,A,L,AD,2,6.3,36.3,216.8,259.4
2859,59,3,A,L,Low,2,5,5.4,145.6,156
2860,59,3,A,L,Med,2,4.4,17.9,135.3,157.6
2861,59,3,A,L,AD,2,5.2,38.4,147.2,190.8
2862,59,3,B,L,Low,2,5.1,1.1,126.8,133
2863,59,3,B,L,Med,0,0,58.6,95,153.6
2864,59,3,B,L,AD,1,2.6,99.6,135.2,237.4
2865,59,3,B,L,Low,0,0,28,81.5,109.5
2866,59,3,B,L,Med,1,4.7,7.4,145.1,157.2
2867,59,3,B,L,AD,1,0.1,75.5,98.6,174.2
2868,59,3,B,L,Low,1,0.3,30.4,70.7,101.4
2869,59,3,B,L,Med,2,4.8,12.1,136.7,153.6
2870,59,3,B,L,AD,2,5.4,36.2,149.4,191
2871,59,3,B,L,Low,2,3.9,5.7,115.9,125.5
2872,59,3,B,L,Med,2,5.9,12.1,169.6,187.6
2873,59,3,B,S,AD,0,0,125.8,148.4,274.2
2874,59,3,B,S,Low,0,0,41,100.5,141.5
2875,59,3,B,L,Med,2,4.2,7,148.8,160
2876,59,3,B,L,AD,2,5.2,57.8,175.9,238.9
2877,60,1,A,L,Low,2,5.4,1.3,147.6,154.3
2878,60,1,A,L,Med,2,6,8.6,170.9,185.5
2879,60,1,A,L,AD,2,5.6,22.2,196,223.8
2880,60,1,A,L,Low,2,2,11.3,114.8,128.1
2881,60,1,A,L,Med,2,5.5,10.9,134,150.4
2882,60,1,A,L,AD,2,5.7,25.1,178.9,209.7
2883,60,1,A,L,Low,1,3.4,2.3,122.4,128.1
2884,60,1,A,L,Med,2,5,3.6,146.8,155.4
2885,60,1,A,S,AD,0,0,18.8,120.7,139.5
2886,60,1,A,L,Low,2,4.3,1.9,101,107.2
2887,60,1,A,L,Med,2,6.1,21.9,163.5,191.5
2888,60,1,A,L,AD,0,0,69.9,95.5,165.4
2889,60,1,A,L,Low,1,0.9,39.5,86.2,126.6
2890,60,1,A,L,Med,2,5.1,6.5,160.9,172.5
2891,60,1,A,L,AD,0,0,47.1,134.6,181.7
2892,60,1,B,L,Low,2,3.4,1.2,115.3,119.9
2893,60,1,B,L,Med,1,1.4,58.6,130.1,190.1
2894,60,1,B,L,AD,2,7.1,23.4,216.4,246.9
2895,60,1,B,L,Low,2,4.1,2.6,122.9,129.6
2896,60,1,B,L,Med,2,5.6,5.8,147.7,159.1
2897,60,1,B,L,AD,2,5.3,40,193.5,238.8
2898,60,1,B,L,Low,2,5.4,2.1,129.7,137.2
2899,60,1,B,L,Med,2,4.9,4.2,149.6,158.7
2900,60,1,B,L,AD,2,4.1,6.9,188.9,199.9
2901,60,1,B,L,Low,0,0,24.9,83.4,108.3
2902,60,1,B,L,Med,2,4.8,10.9,136.9,152.6
2903,60,1,B,L,AD,2,6.1,19.1,190.8,216
2904,60,1,B,L,Low,2,4.8,2.1,131.8,138.7
2905,60,1,B,L,Med,1,6.9,14.7,166.4,188
2906,60,1,B,S,AD,0,0,89,94.8,183.8
2907,60,2,A,L,Low,2,5.4,2.9,161.2,169.5
2908,60,2,A,L,Med,2,6.7,5.4,173.5,185.6
2909,60,2,A,L,AD,2,7.5,8.2,238.9,254.6
2910,60,2,A,L,Low,2,4.2,1.4,111.2,116.8
2911,60,2,A,L,Med,1,3.6,8.6,184.7,196.9
2912,60,2,A,L,AD,2,6.8,20.8,262.8,290.4
2913,60,2,A,L,Low,2,6.5,3.8,178.4,188.7
2914,60,2,A,L,Med,2,5.9,3.8,195.6,205.3
2915,60,2,A,L,AD,2,8.4,16.2,270.8,295.4
2916,60,2,A,L,Low,2,5.6,1,146.9,153.5
2917,60,2,A,L,Med,2,6.8,5.5,210.5,222.8
2918,60,2,A,L,AD,2,7.8,11.8,265.5,285.1
2919,60,2,A,L,Low,2,5.6,1,171.1,177.7
2920,60,2,A,L,Med,2,5.7,6.3,208.8,220.8
2921,60,2,A,L,AD,1,1.3,124.2,158.2,283.7
2922,60,2,B,L,Low,2,4,2.6,143.6,150.2
2923,60,2,B,L,Med,1,0.1,47.7,104.6,152.4
2924,60,2,B,L,AD,1,1,107.1,141.1,249.2
2925,60,2,B,L,Low,1,3.6,1.5,124.9,130
2926,60,2,B,L,Med,2,7.2,8.1,183.4,198.7
2927,60,2,B,L,AD,2,6.4,14.2,164.3,184.9
2928,60,2,B,L,Low,2,3.9,3.1,114.2,121.2
2929,60,2,B,L,Med,1,0.9,14.8,120.9,136.6
2930,60,2,B,S,AD,0,0,100.7,95.7,196.4
2931,60,2,B,L,Low,2,4.5,2.7,113.6,120.8
2932,60,2,B,L,Med,2,4.2,25.1,118.1,147.4
2933,60,2,B,S,AD,0,0,95.6,102.3,197.9
2934,60,2,B,L,Low,0,0,25.7,123.9,149.6
2935,60,2,B,S,Med,0,0,14.8,79.7,94.5
2936,60,2,B,L,AD,1,3.5,5.8,223.7,233
2937,60,3,A,L,Low,1,5.7,2.5,159.8,168
2938,60,3,A,S,Med,0,0,46.3,120.9,167.2
2939,60,3,A,L,AD,2,7.3,12.5,190.1,209.9
2940,60,3,A,L,Low,1,3.5,26,132.6,162.1
2941,60,3,A,L,Med,0,0,68.8,140.6,209.4
2942,60,3,A,L,AD,2,5.8,21.9,165.4,193.1
2943,60,3,A,L,Low,1,2.5,3,151.8,157.3
2944,60,3,A,L,Med,2,7.3,18.9,183.1,209.3
2945,60,3,A,L,AD,1,0.5,103.9,129.6,234
2946,60,3,A,L,Low,1,0.7,17.8,118,136.5
2947,60,3,A,L,Med,2,4.7,4.9,166.9,176.5
2948,60,3,A,L,AD,2,5.2,26.5,186.8,218.5
2949,60,3,A,L,Low,2,4.4,3.1,121,128.5
2950,60,3,A,L,Med,2,7.1,11.3,180.2,198.6
2951,60,3,A,L,AD,2,3.9,11.5,109.2,124.6
2952,60,3,B,L,Low,2,4.9,2.5,147.7,155.1
2953,60,3,B,L,Med,2,5.4,6,171.8,183.2
2954,60,3,B,L,AD,0,0,100.4,129.9,230.3
2955,60,3,B,L,Low,2,5.2,0.3,135.2,140.7
2956,60,3,B,L,Med,2,5.2,8.7,162.2,176.1
2957,60,3,B,L,AD,2,8,24.5,230,262.5
2958,60,3,B,L,Low,2,5.2,10.3,154.6,170.1
2959,60,3,B,L,Med,2,5.1,10,159.7,174.8
2960,60,3,B,L,AD,2,5.7,36.3,195.3,237.3
2961,60,3,B,L,Low,2,5,2.9,137.6,145.5
2962,60,3,B,L,Med,2,5.7,19.6,189.3,214.6
2963,60,3,B,L,AD,0,0,113.9,148.5,262.4
2964,60,3,B,L,Low,0,0,38.5,83.9,122.4
2965,60,3,B,L,Med,2,4.9,5.3,156.2,166.4
2966,60,3,B,L,AD,2,4,4.3,117.7,126
2967,61,1,A,S,Low,0,0,49.6,124.7,174.3
2968,61,1,A,S,Med,0,0,29.4,111.5,140.9
2969,61,1,A,S,AD,0,0,87.9,132.6,220.5
2970,61,1,A,L,Low,0,0,36.7,98.4,135.1
2971,61,1,A,L,Med,1,1,55.8,119.2,176
2972,61,1,A,L,AD,1,0.9,127.8,145.4,274.1
2973,61,1,A,L,Low,1,0.3,34.2,105.4,139.9
2974,61,1,A,L,Med,1,1.3,67.4,134.4,203.1
2975,61,1,A,L,AD,2,4.8,56.7,166.7,228.2
2976,61,1,A,L,Low,2,4.4,3.2,128.5,136.1
2977,61,1,A,L,Med,2,5.1,11.5,149.2,165.8
2978,61,1,A,L,AD,2,4.5,54.8,178.7,238
2979,61,1,A,L,Low,1,0.9,54.7,116.7,172.3
2980,61,1,A,L,Med,1,0.9,61.2,135.4,197.5
2981,61,1,A,L,AD,2,8.2,85.1,240.5,333.8
2982,61,1,B,L,Low,1,1.4,36.9,138.5,176.8
2983,61,1,B,L,Med,0,0,55.7,128.5,184.2
2984,61,1,B,L,AD,1,1.2,144.4,171,316.6
2985,61,1,B,S,Low,0,0,17.9,110,127.9
2986,61,1,B,L,Med,1,3.7,8.3,162.5,174.5
2987,61,1,B,L,AD,1,0.9,94.9,180.5,276.3
2988,61,1,B,L,Low,1,0.5,26,113.3,139.8
2989,61,1,B,L,Med,0,0,61.2,123.5,184.7
2990,61,1,B,L,AD,2,4,107,174.4,285.4
2991,61,1,B,L,Low,2,4.2,1.7,117.5,123.4
2992,61,1,B,L,Med,0,0,67.2,121.1,188.3
2993,61,1,B,L,AD,1,1.5,116.7,141.1,259.3
2994,61,1,B,L,Low,0,0,23.4,113,136.4
2995,61,1,B,S,Med,0,0,56.9,92.1,149
2996,61,1,B,L,AD,2,6.8,48.6,206.6,262
2997,61,2,A,L,Low,0,0,25.3,124.7,150
2998,61,2,A,L,Med,2,5.3,10.2,164.9,180.4
2999,61,2,A,L,AD,0,0,105.1,137.3,242.4
3000,61,2,A,L,Low,2,5,0.9,167.9,173.8
3001,61,2,A,L,Med,0,0,88.3,139.5,227.8
3002,61,2,A,L,AD,2,5.9,28.6,235,269.5
3003,61,2,A,L,Low,1,3.9,1.1,121.5,126.5
3004,61,2,A,L,Med,1,2.8,49.2,132.6,184.6
3005,61,2,A,L,AD,2,6.9,2.1,243.7,252.7
3007,61,2,A,L,Med,2,3.9,13.3,180.6,197.8
3008,61,2,A,L,AD,1,2.6,134.4,156.6,293.6
3009,61,2,A,S,Low,0,0,25.6,113.2,138.8
3010,61,2,A,L,Med,2,7.5,13.1,206.7,227.3
3011,61,2,A,L,AD,0,0,128.1,144.4,272.5
3012,61,3,A,L,Low,1,1.8,39.2,127,168
3013,61,3,A,L,Med,1,3.6,80.5,147.3,231.4
3014,61,3,A,L,AD,2,5.1,55.4,225,285.5
3015,61,3,A,L,Low,2,4.3,5.7,148,158
3016,61,3,A,S,Med,0,0,61.1,115.8,176.9
3017,61,3,A,S,AD,0,0,165,177.6,342.6
3018,61,3,A,S,Low,1,0.6,45.1,103.3,149
3019,61,3,A,L,Med,2,6.6,12.1,172.3,191
3020,61,3,A,L,AD,2,7.2,62.2,211,280.4
3021,61,3,A,L,Low,0,0,50.8,126.7,177.5
3022,61,3,A,L,Med,2,7.1,11.9,198.6,217.6
3023,61,3,B,S,Low,0,0,34.2,103.9,138.1
3024,61,3,B,S,Med,0,0,56.1,85.9,142
3025,61,3,B,L,AD,1,6.3,72.5,186.7,265.5
3026,61,3,B,L,Low,1,1.8,42.5,111.5,155.8
3027,61,3,B,L,Med,1,1.9,82.3,97.6,181.8
3028,61,3,B,L,AD,1,2.9,159.2,182.3,344.4
3029,61,3,B,L,Low,2,4.7,10.1,128.2,143
3030,61,3,B,L,Med,2,5.3,23.5,154.7,183.5
3031,61,3,B,S,AD,1,3.5,101.8,137.9,243.2
3032,61,3,B,L,Low,0,0,46.3,101.5,147.8
3033,61,3,B,L,Med,2,3.2,18.3,135.4,156.9
3034,61,3,B,L,AD,2,6.4,63.1,182.3,251.8
3035,61,3,B,L,Low,2,4.3,14.9,137.2,156.4
3036,61,3,B,L,Med,2,5.7,19.4,143,168.1
3037,61,3,B,L,AD,2,5,68.2,154.5,227.7
3038,62,1,A,S,Low,0,0,34.7,82.5,117.2
3039,62,1,A,L,Med,2,4.7,12.3,148.7,165.7
3040,62,1,A,L,AD,2,5.4,30.9,180.3,216.6
3041,62,1,A,L,Low,2,5.4,1.1,144,150.5
3042,62,1,A,L,Med,2,4.9,15.4,156.8,177.1
3043,62,1,A,L,AD,2,7.6,60.4,217.1,285.1
3044,62,1,A,L,Low,2,4.4,6.1,128.7,139.2
3045,62,1,A,L,Med,2,4.5,18,107.6,130.1
3046,62,1,A,L,AD,2,6.1,31.1,189,226.2
3047,62,1,A,L,Med,2,3.9,12.6,121.8,138.3
3048,62,1,A,L,AD,1,4.3,6,128,138.3
3049,62,1,A,L,Low,2,3.9,2.5,125.9,132.3
3050,62,1,A,L,Med,2,6,11,156.4,173.4
3051,62,1,A,L,AD,1,1.2,73.3,121.1,195.6
3052,62,1,B,S,Low,0,0,20.6,76.8,97.4
3053,62,1,B,L,Med,1,0.4,72.5,92.8,165.7
3054,62,1,B,L,AD,2,7.2,37.4,229.2,273.8
3055,62,1,B,L,Low,2,5.3,9.6,119.9,134.8
3056,62,1,B,L,Med,2,5.8,15,155.5,176.3
3057,62,1,B,L,AD,2,6.8,37.6,195.1,239.5
3058,62,1,B,L,Low,2,5.7,3.7,150.6,160
3059,62,1,B,L,Med,2,6.1,18.3,177.7,202.1
3060,62,1,B,L,AD,2,6.9,70.4,261,338.3
3061,62,1,B,L,Low,2,4.9,4.9,129.5,139.3
3062,62,1,B,L,Med,2,5.4,14,152.9,172.3
3063,62,1,B,L,AD,2,7.3,69.3,215.2,291.8
3064,62,1,B,L,Low,2,5.7,3.5,171.4,180.6
3065,62,1,B,L,Med,2,3.4,70.8,160.2,234.4
3066,62,1,B,L,AD,2,7.6,42.1,269.8,319.5
3067,62,2,A,L,Low,2,4.1,2.4,108.3,114.8
3068,62,2,A,L,Med,2,6.1,10.4,154.6,171.1
3069,62,2,A,L,AD,2,7.2,16.1,207.8,231.1
3070,62,2,A,L,Low,2,5.3,5.5,132.2,143
3071,62,2,A,L,Med,2,7.1,2.9,187.4,197.4
3072,62,2,A,L,AD,2,7.1,19.3,193.8,220.2
3073,62,2,A,L,Low,2,6.3,19.4,185.9,211.6
3074,62,2,A,L,Med,2,6.7,4.7,154.3,165.7
3075,62,2,A,S,AD,0,0,134.4,111.4,245.8
3076,62,2,A,S,Low,0,0,40,86.2,126.2
3077,62,2,A,L,Med,2,5.4,6.9,186.1,198.4
3078,62,2,A,L,AD,1,2.2,158.2,167.8,328.2
3079,62,2,A,L,Low,2,6.7,15.4,189.1,211.2
3080,62,2,A,L,Med,2,5.2,9.7,168.7,183.6
3081,62,2,A,L,AD,2,7.8,15.1,273.1,296
3082,62,2,B,L,Low,2,6.7,6.3,185.5,198.5
3083,62,2,B,L,Med,2,6.2,6,188.9,201.1
3084,62,2,B,L,AD,2,8.1,28.9,223.5,260.5
3085,62,2,B,L,Low,2,6.4,4.4,145.8,156.6
